Donegal,Income of Self Employed (Euro Million),376,403,373,320,302,257,271,254,263,269
Donegal,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),72,123,189,129,158,155,175,177,189,209
Donegal,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),59,25,1,36,31,12,74,70,68,86
Donegal,Primary Income (Euro Million),2107,2285,2362,2167,2105,1999,1993,1991,2048,2159
Donegal,Social Benefits and Other Current Transfers (Euro Million),745,824,958,1032,1030,1030,1042,1002,986,956
Donegal,Total Household Income (Euro Million),2865,3103,3350,3263,3147,3040,3049,2963,2999,3112
Donegal,Total Income per Person (Euro),19189,20154,21145,20223,19327,18918,18931,18371,18526,19118
Donegal,Index of Total Income per Person (State=100),73.6,73.5,74.5,76.8,77.8,76.9,74.9,73.7,73,71.6
Donegal,Current Taxes on Income (Euro Million),516,532,502,503,486,505,489,512,535,556
Donegal,Disposable Household Income (Euro Million),2349,2571,2848,2760,2662,2534,2560,2452,2464,2557
Donegal,Disposable Income per Person (Euro),15734,16698,17974,17107,16345,15774,15897,15199,15223,15705
Donegal,Index of Disposable Income per Person (State=100),78.6,79.3,79.8,82.1,83.6,83.5,81.8,80.4,79,77.2
Donegal,Disposable Income per Person (excluding Rent) (Euro),15176,15897,16778,16304,15377,14810,14810,14103,14054,14422
Donegal,Index of Disposable Income per Person (excluding Rent) (State=100),79.6,80.4,81.1,83.1,84.9,85.1,83,81.5,80,78.1
Leitrim,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",386,418,449,412,391,392,378,384,386,403
Leitrim,Income of Self Employed (Euro Million),99,104,96,81,78,73,75,71,75,78
Leitrim,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),15,27,41,28,33,30,36,36,39,43
Leitrim,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),14,6,0,9,8,3,19,18,17,22
Leitrim,Primary Income (Euro Million),515,555,587,530,510,499,508,509,517,546
Leitrim,Social Benefits and Other Current Transfers (Euro Million),141,157,183,196,200,199,201,194,190,187
Leitrim,Total Household Income (Euro Million),659,711,777,741,712,700,714,695,698,732
Leitrim,Total Income per Person (Euro),23533,24618,26154,24500,23326,22082,22453,21843,21839,22778
Leitrim,Index of Total Income per Person (State=100),90.2,89.8,92.2,93,93.9,89.8,88.8,87.7,86,85.3
Leitrim,Current Taxes on Income (Euro Million),126,131,128,124,120,131,128,134,137,144
Leitrim,Disposable Household Income (Euro Million),533,580,649,617,593,569,585,561,560,587
Leitrim,Disposable Income per Person (Euro),19024,20086,21843,20387,19407,17951,18423,17630,17545,18285
Leitrim,Index of Disposable Income per Person (State=100),95,95.4,97,97.9,99.2,95,94.8,93.3,91.1,89.9
Leitrim,Disposable Income per Person (excluding Rent) (Euro),18380,19139,20452,19469,18323,16996,17291,16482,16322,16944
Leitrim,Index of Disposable Income per Person (excluding Rent) (State=100),96.4,96.7,98.9,99.3,101.2,97.7,96.9,95.3,92.9,91.7
Kildare,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",3881,4182,4333,3958,3597,3606,3587,3544,3697,3968
Kildare,Income of Self Employed (Euro Million),576,629,564,467,440,393,377,387,409,442
Kildare,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),163,271,396,260,308,320,334,338,362,400
Kildare,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),132,57,3,79,65,25,166,157,153,200
Kildare,Primary Income (Euro Million),4751,5139,5296,4763,4411,4345,4464,4426,4622,5011
Kildare,Social Benefits and Other Current Transfers (Euro Million),709,774,907,968,994,996,1043,1011,994,979
Kildare,Total Household Income (Euro Million),5489,5900,6269,5871,5431,5361,5538,5372,5538,5984
Kildare,Total Income per Person (Euro),29047,30003,30933,28458,25980,25567,26351,25517,26211,28163
Kildare,Index of Total Income per Person (State=100),111.3,109.5,109.1,108,104.6,103.9,104.3,102.4,103.2,105.5
Kildare,Current Taxes on Income (Euro Million),1421,1519,1441,1363,1277,1377,1420,1396,1424,1534
Kildare,Disposable Household Income (Euro Million),4068,4381,4828,4509,4153,3984,4119,3976,4114,4450
Kildare,Disposable Income per Person (Euro),21525,22280,23823,21852,19870,18999,19595,18885,19471,20944
Kildare,Index of Disposable Income per Person (State=100),107.5,105.8,105.8,104.9,101.6,100.6,100.9,99.9,101.1,103
Kildare,Disposable Income per Person (excluding Rent) (Euro),20538,20901,21871,20596,18398,17476,18008,17277,17756,19060
Kildare,Index of Disposable Income per Person (excluding Rent) (State=100),107.8,105.7,105.7,105,101.6,100.4,100.9,99.8,101.1,103.2
Wicklow,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",2238,2465,2517,2320,2150,2070,2059,2025,2098,2239
Wicklow,Income of Self Employed (Euro Million),448,480,422,356,366,328,318,329,346,364
Wicklow,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),108,177,260,174,209,220,230,233,249,275
Wicklow,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),80,35,2,48,41,15,101,95,92,120
Wicklow,Primary Income (Euro Million),2873,3157,3201,2897,2766,2633,2708,2682,2785,2998
Wicklow,Social Benefits and Other Current Transfers (Euro Million),524,572,665,697,711,706,732,717,709,705
Wicklow,Total Household Income (Euro Million),3414,3721,3906,3680,3493,3352,3458,3359,3447,3700
Wicklow,Total Income per Person (Euro),25828,27051,27558,25496,23889,24601,25327,24557,25111,26805
Wicklow,Index of Total Income per Person (State=100),99,98.7,97.2,96.8,96.2,100,100.2,98.6,98.9,100.4
Wicklow,Current Taxes on Income (Euro Million),868,944,879,846,816,841,845,846,864,919
Wicklow,Disposable Household Income (Euro Million),2546,2777,3027,2833,2677,2510,2614,2513,2583,2781
Wicklow,Disposable Income per Person (Euro),19260,20188,21358,19633,18308,18427,19140,18374,18817,20145
Wicklow,Index of Disposable Income per Person (State=100),96.2,95.9,94.8,94.3,93.6,97.6,98.5,97.2,97.7,99.1
Wicklow,Disposable Income per Person (excluding Rent) (Euro),18351,18901,19521,18430,16879,16810,17453,16672,17006,18154
Wicklow,Index of Disposable Income per Person (excluding Rent) (State=100),96.3,95.5,94.4,94,93.2,96.6,97.8,96.3,96.8,98.3
Wexford,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",1784,2042,2096,1833,1682,1613,1584,1669,1784,1914
Wexford,Income of Self Employed (Euro Million),506,575,527,404,379,370,344,358,392,408
Wexford,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),82,138,209,141,171,173,188,190,204,225
Wexford,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),68,31,2,40,34,13,82,81,81,106
Wexford,Primary Income (Euro Million),2439,2785,2834,2418,2265,2169,2197,2298,2461,2652
Wexford,Social Benefits and Other Current Transfers (Euro Million),636,708,830,901,916,932,950,922,906,892
Wexford,Total Household Income (Euro Million),3089,3486,3700,3391,3195,3112,3163,3186,3326,3541
Wexford,Total Income per Person (Euro),24347,26601,27507,24892,23329,21476,21778,21903,22780,24118
Wexford,Index of Total Income per Person (State=100),93.3,97.1,97,94.5,93.9,87.3,86.2,87.9,89.7,90.3
Wexford,Current Taxes on Income (Euro Million),604,678,631,573,541,566,565,614,656,702
Wexford,Disposable Household Income (Euro Million),2485,2808,3068,2818,2654,2546,2597,2573,2669,2839
Wexford,Disposable Income per Person (Euro),19585,21425,22812,20684,19381,17572,17884,17685,18284,19335
Wexford,Index of Disposable Income per Person (State=100),97.8,101.8,101.3,99.3,99.1,93,92,93.6,94.9,95.1
Wexford,Disposable Income per Person (excluding Rent) (Euro),18843,20371,21261,19648,18133,16377,16589,16377,16888,17802
Wexford,Index of Disposable Income per Person (excluding Rent) (State=100),98.9,103,102.8,100.2,100.1,94.1,92.9,94.6,96.1,96.4
Monaghan,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",804,879,888,769,713,754,663,689,730,785
Monaghan,Income of Self Employed (Euro Million),159,168,136,99,104,104,109,102,120,123
Monaghan,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),32,53,78,52,62,62,67,68,73,81
Monaghan,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),29,12,1,16,13,5,32,32,32,41
Monaghan,Primary Income (Euro Million),1023,1112,1103,936,892,925,871,891,955,1029
Monaghan,Social Benefits and Other Current Transfers (Euro Million),247,273,319,345,343,331,341,331,322,320
Monaghan,Total Household Income (Euro Million),1276,1382,1436,1309,1240,1261,1218,1209,1261,1348
Monaghan,Total Income per Person (Euro),22357,23482,23708,21215,19917,20904,20150,19962,20749,22056
Monaghan,Index of Total Income per Person (State=100),85.7,85.7,83.6,80.5,80.2,85,79.7,80.1,81.7,82.6
Monaghan,Current Taxes on Income (Euro Million),249,266,238,221,210,242,223,237,256,273
Monaghan,Disposable Household Income (Euro Million),1027,1116,1198,1088,1030,1019,995,972,1005,1075
Monaghan,Disposable Income per Person (Euro),18000,18961,19774,17635,16538,16899,16453,16047,16531,17589
Monaghan,Index of Disposable Income per Person (State=100),89.9,90.1,87.8,84.7,84.6,89.5,84.7,84.9,85.8,86.5
Monaghan,Disposable Income per Person (excluding Rent) (Euro),17352,18058,18483,16795,15545,15873,15338,14917,15327,16270
Monaghan,Index of Disposable Income per Person (excluding Rent) (State=100),91,91.3,89.3,85.6,85.8,91.2,85.9,86.2,87.3,88.1
Longford,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",476,511,533,468,441,431,431,451,444,479
Longford,Income of Self Employed (Euro Million),112,112,102,82,75,74,67,63,67,68
Longford,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),18,31,49,33,38,35,42,42,45,50
Longford,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),17,7,0,10,8,3,21,20,19,25
Longford,Primary Income (Euro Million),624,662,685,593,562,543,560,577,575,621
Longford,Social Benefits and Other Current Transfers (Euro Million),178,199,230,250,257,257,264,258,254,246
Longford,Total Household Income (Euro Million),805,859,924,860,823,804,828,827,819,867
Longford,Total Income per Person (Euro),23187,23776,24786,22650,21340,20664,21244,21173,20908,22007
Longford,Index of Total Income per Person (State=100),88.9,86.8,87.4,86,85.9,84,84.1,85,82.4,82.4
Longford,Current Taxes on Income (Euro Million),164,172,165,151,143,135,144,155,158,165
Longford,Disposable Household Income (Euro Million),641,688,759,709,679,668,684,672,661,702
Longford,Disposable Income per Person (Euro),18463,19021,20361,18675,17621,17186,17557,17205,16865,17828
Longford,Index of Disposable Income per Person (State=100),92.2,90.4,90.4,89.7,90.1,91,90.4,91,87.5,87.7
Longford,Disposable Income per Person (excluding Rent) (Euro),17846,18154,19045,17820,16623,16285,16491,16121,15712,16561
Longford,Index of Disposable Income per Person (excluding Rent) (State=100),93.6,91.8,92.1,90.9,91.8,93.6,92.4,93.2,89.4,89.6
Kilkenny,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",1263,1415,1490,1335,1201,1201,1195,1325,1348,1427
Kilkenny,Income of Self Employed (Euro Million),330,375,347,264,241,246,223,246,269,275
Kilkenny,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),55,92,138,93,113,117,125,126,135,148
Kilkenny,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),47,21,1,29,23,9,60,62,60,77
Kilkenny,Primary Income (Euro Million),1696,1903,1976,1721,1579,1573,1602,1760,1812,1927
Kilkenny,Social Benefits and Other Current Transfers (Euro Million),368,405,471,505,504,493,508,491,487,478
Kilkenny,Total Household Income (Euro Million),2075,2304,2472,2276,2092,2074,2122,2226,2268,2402
Kilkenny,Total Income per Person (Euro),23735,25509,26672,24253,22175,21800,22251,23299,23660,24919
Kilkenny,Index of Total Income per Person (State=100),91,93.1,94,92.1,89.3,88.6,88,93.5,93.2,93.3
Kilkenny,Current Taxes on Income (Euro Million),443,491,468,436,399,425,434,498,525,549
Kilkenny,Disposable Household Income (Euro Million),1632,1813,2004,1841,1694,1649,1688,1727,1743,1854
Kilkenny,Disposable Income per Person (Euro),18669,20076,21622,19613,17948,17337,17705,18085,18179,19227
Kilkenny,Index of Disposable Income per Person (State=100),93.3,95.4,96,94.2,91.8,91.8,91.1,95.7,94.4,94.6
Kilkenny,Disposable Income per Person (excluding Rent) (Euro),17942,19053,20138,18623,16752,16107,16395,16759,16768,17688
Kilkenny,Index of Disposable Income per Person (excluding Rent) (State=100),94.1,96.3,97.3,95,92.5,92.6,91.9,96.9,95.5,95.7
South-East,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",6662,7524,7678,6881,6298,6029,5941,6322,6663,7043
South-East,Income of Self Employed (Euro Million),1629,1840,1692,1308,1202,1179,1075,1133,1250,1301
South-East,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),286,480,719,485,588,598,650,657,703,775
South-East,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),246,110,6,146,122,46,296,298,295,380
South-East,Primary Income (Euro Million),8822,9953,10094,8820,8209,7852,7962,8409,8910,9498
South-East,Social Benefits and Other Current Transfers (Euro Million),2173,2415,2816,3029,3075,3064,3140,3041,2994,2944
South-East,Total Household Income (Euro Million),11049,12343,13036,12108,11333,10953,11157,11327,11755,12431
South-East,Total Income per Person (Euro),23966,25921,26675,24466,22777,22077,22437,22740,23515,24728
South-East,Index of Total Income per Person (State=100),91.9,94.6,94,92.9,91.7,89.8,88.8,91.3,92.6,92.6
South-East,Current Taxes on Income (Euro Million),2250,2490,2324,2173,2039,2116,2129,2335,2496,2626
South-East,Disposable Household Income (Euro Million),8799,9853,10713,9936,9294,8837,9029,8992,9259,9804
South-East,Disposable Income per Person (Euro),19085,20691,21920,20076,18679,17813,18156,18052,18523,19503
South-East,Index of Disposable Income per Person (State=100),95.3,98.3,97.3,96.4,95.5,94.3,93.4,95.5,96.1,95.9
South-East,Disposable Income per Person (excluding Rent) (Euro),18371,19683,20452,19099,17498,16608,16849,16731,17116,17962
South-East,Index of Disposable Income per Person (excluding Rent) (State=100),96.4,99.5,98.9,97.4,96.6,95.4,94.4,96.7,97.4,97.2
South-West,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",9702,10489,10824,10046,9324,9570,9619,9902,10019,10431
South-West,Income of Self Employed (Euro Million),2075,2259,2106,1643,1660,1727,1605,1663,1745,1688
South-West,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),450,748,1113,748,903,925,995,1007,1076,1185
South-West,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),350,150,8,210,179,71,472,461,440,554
South-West,Primary Income (Euro Million),12576,13646,14052,12647,12066,12293,12692,13033,13280,13857
South-West,Social Benefits and Other Current Transfers (Euro Million),2758,3020,3444,3668,3708,3587,3633,3521,3464,3418
South-West,Total Household Income (Euro Million),15410,16631,17671,16688,15844,15939,16414,16362,16521,17258
South-West,Total Income per Person (Euro),24882,26050,27042,25317,23981,24055,24715,24596,24746,25706
South-West,Index of Total Income per Person (State=100),95.4,95.1,95.3,96.1,96.5,97.8,97.8,98.7,97.5,96.3
South-West,Current Taxes on Income (Euro Million),3388,3614,3416,3332,3189,3532,3646,3833,3873,3983
South-West,Disposable Household Income (Euro Million),12023,13017,14254,13356,12655,12407,12767,12529,12648,13275
South-West,Disposable Income per Person (Euro),19412,20389,21814,20262,19154,18725,19225,18835,18945,19774
South-West,Index of Disposable Income per Person (State=100),97,96.9,96.9,97.3,97.9,99.1,98.9,99.7,98.3,97.2
South-West,Disposable Income per Person (excluding Rent) (Euro),18591,19218,20110,19127,17787,17329,17726,17320,17333,18009
South-West,Index of Disposable Income per Person (excluding Rent) (State=100),97.5,97.1,97.2,97.5,98.2,99.6,99.3,100.1,98.7,97.5
Westmeath,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",1214,1321,1343,1230,1187,1111,1091,1108,1132,1191
Westmeath,Income of Self Employed (Euro Million),220,221,201,166,164,164,152,141,153,156
Westmeath,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),50,83,123,83,99,100,109,110,118,129
Westmeath,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),43,18,1,25,22,8,52,50,48,61
Westmeath,Primary Income (Euro Million),1527,1643,1668,1503,1472,1383,1404,1409,1451,1538
Westmeath,Social Benefits and Other Current Transfers (Euro Million),356,400,465,506,508,501,515,508,503,496
Westmeath,Total Household Income (Euro Million),1892,2039,2154,2054,1989,1890,1929,1897,1929,2032
Westmeath,Total Income per Person (Euro),23558,24382,24989,23382,22301,21996,22402,21992,22285,23344
Westmeath,Index of Total Income per Person (State=100),90.3,89,88.1,88.8,89.8,89.4,88.6,88.3,87.8,87.4
Westmeath,Current Taxes on Income (Euro Million),401,426,395,381,380,391,391,409,415,438
Westmeath,Disposable Household Income (Euro Million),1491,1612,1759,1673,1609,1499,1538,1488,1514,1594
Westmeath,Disposable Income per Person (Euro),18563,19283,20406,19043,18038,17442,17859,17255,17491,18309
Westmeath,Index of Disposable Income per Person (State=100),92.7,91.6,90.6,91.4,92.2,92.3,91.9,91.3,90.8,90
Westmeath,Disposable Income per Person (excluding Rent) (Euro),17849,18294,18976,18103,16926,16282,16597,15980,16132,16823
Westmeath,Index of Disposable Income per Person (excluding Rent) (State=100),93.7,92.5,91.7,92.3,93.5,93.6,93,92.3,91.8,91.1
Roscommon,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",821,862,906,832,787,767,747,736,754,748
Roscommon,Income of Self Employed (Euro Million),210,206,191,162,141,137,135,124,133,140
Roscommon,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),35,60,89,59,71,70,78,78,84,92
Roscommon,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),31,13,1,18,15,6,37,34,33,41
Roscommon,Primary Income (Euro Million),1096,1141,1187,1071,1014,979,997,973,1004,1022
Roscommon,Social Benefits and Other Current Transfers (Euro Million),256,284,327,346,346,344,347,339,337,333
Roscommon,Total Household Income (Euro Million),1359,1422,1528,1449,1366,1328,1351,1297,1324,1353
Roscommon,Total Income per Person (Euro),23393,23836,25068,23479,22043,20787,21103,20226,20573,20904
Roscommon,Index of Total Income per Person (State=100),89.7,87,88.4,89.1,88.7,84.5,83.5,81.2,81,78.3
Roscommon,Current Taxes on Income (Euro Million),270,281,262,255,245,263,264,267,278,280
Roscommon,Disposable Household Income (Euro Million),1089,1141,1266,1194,1121,1065,1088,1030,1046,1073
Roscommon,Disposable Income per Person (Euro),18750,19124,20764,19354,18094,16675,16987,16056,16259,16582
Roscommon,Index of Disposable Income per Person (State=100),93.7,90.8,92.2,92.9,92.5,88.3,87.4,85,84.4,81.5
Roscommon,Disposable Income per Person (excluding Rent) (Euro),18056,18120,19312,18396,16950,15586,15775,14832,14955,15153
Roscommon,Index of Disposable Income per Person (excluding Rent) (State=100),94.7,91.6,93.3,93.8,93.6,89.6,88.4,85.7,85.1,82
North Tipperary,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",979,1029,1075,989,926,864,863,863,866,913
North Tipperary,Income of Self Employed (Euro Million),265,273,243,177,233,241,223,217,226,221
North Tipperary,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),39,65,105,73,89,81,98,99,106,117
North Tipperary,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),37,15,1,21,19,7,46,43,41,52
North Tipperary,Primary Income (Euro Million),1320,1382,1425,1260,1267,1192,1230,1222,1239,1302
North Tipperary,Social Benefits and Other Current Transfers (Euro Million),307,338,389,416,423,426,435,423,418,411
North Tipperary,Total Household Income (Euro Million),1635,1717,1831,1713,1697,1624,1674,1627,1636,1712
North Tipperary,Total Income per Person (Euro),25391,25988,27186,25236,24952,23159,23818,23114,23154,24092
North Tipperary,Index of Total Income per Person (State=100),97.3,94.8,95.8,95.8,100.5,94.2,94.2,92.8,91.2,90.2
North Tipperary,Current Taxes on Income (Euro Million),335,344,329,311,310,312,319,331,338,352
North Tipperary,Disposable Household Income (Euro Million),1300,1372,1502,1402,1386,1312,1355,1296,1298,1359
North Tipperary,Disposable Income per Person (Euro),20184,20775,22297,20653,20386,18711,19279,18416,18366,19136
North Tipperary,Index of Disposable Income per Person (State=100),100.8,98.7,99,99.2,104.2,99.1,99.2,97.4,95.3,94.1
North Tipperary,Disposable Income per Person (excluding Rent) (Euro),19476,19789,20734,19576,19080,17564,17883,17004,16865,17494
North Tipperary,Index of Disposable Income per Person (excluding Rent) (State=100),102.2,100,100.2,99.8,105.4,100.9,100.2,98.3,96,94.7
South Tipperary,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",1229,1405,1427,1339,1209,1083,1045,1122,1178,1249
South Tipperary,Income of Self Employed (Euro Million),305,341,316,247,207,206,180,195,215,221
South Tipperary,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),49,81,121,82,99,103,110,111,118,130
South Tipperary,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),46,20,1,28,23,8,52,52,52,67
South Tipperary,Primary Income (Euro Million),1629,1847,1865,1696,1538,1399,1386,1481,1564,1667
South Tipperary,Social Benefits and Other Current Transfers (Euro Million),400,440,507,543,554,547,560,545,533,524
South Tipperary,Total Household Income (Euro Million),2038,2283,2395,2289,2101,1953,1956,2004,2071,2189
South Tipperary,Total Income per Person (Euro),23672,25665,26241,24758,22607,22147,22135,22642,23311,24502
South Tipperary,Index of Total Income per Person (State=100),90.7,93.6,92.5,94,91,90,87.6,90.9,91.8,91.8
South Tipperary,Current Taxes on Income (Euro Million),414,461,432,420,381,374,368,406,442,457
South Tipperary,Disposable Household Income (Euro Million),1624,1821,1963,1868,1720,1579,1588,1599,1629,1732
South Tipperary,Disposable Income per Person (Euro),18864,20476,21509,20210,18509,17904,17966,18061,18340,19386
South Tipperary,Index of Disposable Income per Person (State=100),94.2,97.3,95.5,97.1,94.6,94.8,92.5,95.6,95.2,95.3
South Tipperary,Disposable Income per Person (excluding Rent) (Euro),18200,19559,20185,19335,17445,16738,16723,16805,17004,17927
South Tipperary,Index of Disposable Income per Person (excluding Rent) (State=100),95.5,98.9,97.6,98.6,96.3,96.2,93.7,97.1,96.8,97
Southern and Eastern,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",55685,61019,62602,56966,53096,54305,54281,55310,57424,60367
Southern and Eastern,Income of Self Employed (Euro Million),10041,10860,9917,8037,7819,7391,6996,7205,7535,7718
Southern and Eastern,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),2638,4357,6432,4292,5153,5364,5670,5723,6120,6740
Southern and Eastern,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),1951,848,46,1169,993,391,2584,2504,2433,3114
Southern and Eastern,Primary Income (Euro Million),70315,77085,78997,70464,67061,67450,69531,70741,73512,77939
Southern and Eastern,Social Benefits and Other Current Transfers (Euro Million),13594,14871,17134,18207,18412,18217,18702,18086,17777,17580
Southern and Eastern,Total Household Income (Euro Million),84337,91758,97114,90744,85868,85992,88719,87786,90053,95424
Southern and Eastern,Total Income per Person (Euro),27197,28606,29558,27379,25826,25778,26535,26212,26792,28232
Southern and Eastern,Index of Total Income per Person (State=100),104.2,104.4,104.2,103.9,104,104.8,105,105.2,105.5,105.7
Southern and Eastern,Current Taxes on Income (Euro Million),20455,22207,20956,19887,19148,20908,21539,22130,22583,23613
Southern and Eastern,Disposable Household Income (Euro Million),63882,69551,76157,70857,66720,65084,67180,65656,67471,71811
Southern and Eastern,Disposable Income per Person (Euro),20601,21683,23180,21379,20067,19510,20093,19604,20074,21246
Southern and Eastern,Index of Disposable Income per Person (State=100),102.9,103,102.9,102.7,102.6,103.3,103.4,103.7,104.2,104.5
Southern and Eastern,Disposable Income per Person (excluding Rent) (Euro),19550,20324,21222,20083,18517,17902,18397,17895,18253,19252
Southern and Eastern,Index of Disposable Income per Person (excluding Rent) (State=100),102.6,102.7,102.6,102.4,102.2,102.9,103.1,103.4,103.9,104.2
Cork City and County,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",7978,8636,8911,8243,7694,7945,7982,8286,8327,8646
Cork City and County,Income of Self Employed (Euro Million),1527,1670,1554,1210,1217,1292,1200,1255,1310,1266
Cork City and County,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),367,607,903,607,733,758,807,816,872,960
Cork City and County,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),282,121,7,170,145,58,386,380,360,453
Cork City and County,Primary Income (Euro Million),10153,11035,11375,10230,9788,10053,10375,10737,10869,11325
Cork City and County,Social Benefits and Other Current Transfers (Euro Million),2134,2334,2660,2832,2867,2772,2802,2713,2672,2635
Cork City and County,Total Household Income (Euro Million),12349,13340,14176,13363,12713,12873,13249,13292,13359,13946
Cork City and County,Total Income per Person (Euro),25839,27079,28115,26273,24934,24875,25543,25583,25619,26596
Cork City and County,Index of Total Income per Person (State=100),99,98.8,99.1,99.7,100.4,101.1,101.1,102.7,100.9,99.6
Cork City and County,Current Taxes on Income (Euro Million),2796,2992,2830,2742,2638,2947,3047,3210,3220,3303
Cork City and County,Disposable Household Income (Euro Million),9553,10348,11346,10621,10075,9926,10202,10083,10139,10643
Cork City and County,Disposable Income per Person (Euro),19990,21006,22502,20882,19760,19180,19669,19405,19443,20297
Cork City and County,Index of Disposable Income per Person (State=100),99.9,99.8,99.9,100.3,101,101.5,101.2,102.7,100.9,99.8
Cork City and County,Disposable Income per Person (excluding Rent) (Euro),19125,19774,20711,19689,18323,17717,18113,17832,17769,18465
Cork City and County,Index of Disposable Income per Person (excluding Rent) (State=100),100.3,100,100.1,100.4,101.2,101.8,101.5,103.1,101.2,100
Galway City and County,"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution) (Euro Million)",3461,3756,3933,3644,3478,3385,3487,3464,3523,3682
Galway City and County,Income of Self Employed (Euro Million),746,775,738,624,565,513,501,468,488,529
Galway City and County,Rent of dwellings (including imputed rent of owner-occupied dwellings) (Euro Million),182,303,449,299,357,358,390,394,421,464
Galway City and County,Net Interest and Dividends (payments by households of interest are deducted from interest received by households) (Euro Million),126,54,3,77,66,25,169,159,152,195
Galway City and County,Primary Income (Euro Million),4514,4889,5124,4644,4466,4281,4547,4485,4585,4870
Galway City and County,Social Benefits and Other Current Transfers (Euro Million),1014,1122,1298,1387,1405,1380,1401,1359,1343,1316
Galway City and County,Total Household Income (Euro Million),5555,5998,6485,6167,5898,5681,5980,5777,5850,6180
Galway City and County,Total Income per Person (Euro),24603,25866,27355,25711,24477,22731,23871,23024,23233,24407
Galway City and County,Index of Total Income per Person (State=100),94.3,94.4,96.4,97.6,98.5,92.4,94.4,92.4,91.5,91.4
Galway City and County,Current Taxes on Income (Euro Million),1167,1263,1209,1188,1155,1207,1273,1301,1321,1371
Galway City and County,Disposable Household Income (Euro Million),4388,4734,5276,4980,4742,4474,4707,4477,4530,4809
Galway City and County,Disposable Income per Person (Euro),19434,20417,22253,20760,19682,17900,18790,17841,17988,18991
Galway City and County,Index of Disposable Income per Person (State=100),97.1,97,98.8,99.7,100.6,94.8,96.7,94.4,93.4,93.4
